src_claim_id,dst_claim_id,src_paper,src_kind,src_label,src_section,src_line_start,src_line_end,dst_paper,dst_kind,dst_label,dst_section,dst_line_start,dst_line_end
GLC2:lemma:lem: all to left-lax general,GLC2:proposition:prop: all to left-lax adjointable,GLC2,lemma,lem: all to left-lax general,The integration functor in the non-unital setting,38635,38652,GLC2,proposition,prop: all to left-lax adjointable,The integration functor in the non-unital setting,38368,38393
GLC2:lemma:lem: lax to st,GLC2:lemma:l:coaction functor term n,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,lemma,l:coaction functor term n,Digression: \texorpdfstring{$\IndCoh^*$}{IndCoh*} via factorization algebras,5681,5683
GLC2:lemma:lem: lax to st,GLC2:lemma:l:int over Ran and Ran untl,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,lemma,l:int over Ran and Ran untl,Unital structures,28178,28180
GLC2:lemma:lem: lax to st,GLC2:lemma:l:pr small untl,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,lemma,l:pr small untl,Digression: local-to-global functors and unitality,12759,12763
GLC2:lemma:lem: lax to st,GLC2:lemma:l:two algebras mods,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,lemma,l:two algebras mods,Unital structures,29767,29769
GLC2:lemma:lem: lax to st,GLC2:proposition:prop: all to left-lax,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,proposition,prop: all to left-lax,The integration functor in the non-unital setting,38322,38339
GLC2:lemma:lem: lax to st,GLC2:proposition:prop: all to left-lax adjointable,GLC2,lemma,lem: lax to st,The integration functor in the non-unital setting,38742,38750,GLC2,proposition,prop: all to left-lax adjointable,The integration functor in the non-unital setting,38368,38393
GLC2:remark:auto0470@L39347,GLC2:lemma:l:coaction functor term KL n,GLC2,remark,,A homotopical device for coaction,39347,39353,GLC2,lemma,l:coaction functor term KL n,The Feigin-Frenkel isomorphism and its applications,6668,6670
GLC2:remark:auto0470@L39347,GLC2:remark:r:straighten fact cat,GLC2,remark,,A homotopical device for coaction,39347,39353,GLC2,remark,r:straighten fact cat,A homotopical device for coaction,39275,39286
GLC3:remark:auto0001@L941,GLC3:lemma:l:line bundle is enough,GLC3,remark,,Introduction,941,951,GLC3,lemma,l:line bundle is enough,The Langlands functor is an equivalence on the Eisenstein part(s),22117,22120
GLC3:remark:auto0001@L941,GLC3:proposition:p:!* back and forth,GLC3,remark,,Introduction,941,951,GLC3,proposition,p:!* back and forth,The Langlands functor is an equivalence on the Eisenstein part(s),22442,22447
GLC3:remark:auto0001@L941,GLC3:theorem:t:AG,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:AG,The left adjoint of the Langlands functor,21454,21461
GLC3:remark:auto0001@L941,GLC3:theorem:t:CT co of Poinc,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:CT co of Poinc,Interaction of parabolic induction with the Whittaker model,12907,12945
GLC3:remark:auto0001@L941,GLC3:theorem:t:FG1,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:FG1,Proof of \thmref{t:local Jacquet dual enh},9561,9576
GLC3:remark:auto0001@L941,GLC3:theorem:t:local Jacquet,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:local Jacquet,Compatibility of the FLE with the Jacquet functors,8054,8063
GLC3:remark:auto0001@L941,GLC3:theorem:t:local Jacquet dual enh,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:remark:auto0001@L941,GLC3:theorem:t:local Jacquet enh,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:local Jacquet enh,Compatibility of the FLE with the Jacquet functors,8167,8179
GLC3:remark:auto0001@L941,GLC3:theorem:t:main,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:main,The Langlands functor is an equivalence on the Eisenstein part(s),21749,21752
GLC3:remark:auto0001@L941,GLC3:theorem:t:semiinf CS,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:remark:auto0001@L941,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Introduction,941,951,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:corollary:c:geom intertwiner,GLC3:theorem:t:geom intertwiner,GLC3,corollary,c:geom intertwiner,The local semi-infinite category,2542,2550,GLC3,theorem,t:geom intertwiner,The local semi-infinite category,2531,2536
GLC3:remark:r:non-trivial transl,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,r:non-trivial transl,The local semi-infinite category,2763,2770,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:auto0006@L3672,GLC3:proposition:p:Omega almost ULA,GLC3,remark,,Spectral semi-infinite category/ies,3672,3695,GLC3,proposition,p:Omega almost ULA,Compactness of \texorpdfstring{$\Omega^{\on{spec}}$}{Omcomp},24934,24937
GLC3:remark:auto0006@L3672,GLC3:remark:r:Ups,GLC3,remark,,Spectral semi-infinite category/ies,3672,3695,GLC3,remark,r:Ups,Spectral semi-infinite category/ies,3732,3744
GLC3:remark:auto0006@L3672,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Spectral semi-infinite category/ies,3672,3695,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:r:! Jaq,GLC3:corollary:c:!-Jacquet on Whit,GLC3,remark,r:! Jaq,Spectral semi-infinite category/ies,3718,3730,GLC3,corollary,c:!-Jacquet on Whit,Spectral semi-infinite category/ies,3707,3716
GLC3:remark:r:! Jaq,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,r:! Jaq,Spectral semi-infinite category/ies,3718,3730,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:r:Ups,GLC3:corollary:c:!-Jacquet on Whit,GLC3,remark,r:Ups,Spectral semi-infinite category/ies,3732,3744,GLC3,corollary,c:!-Jacquet on Whit,Spectral semi-infinite category/ies,3707,3716
GLC3:remark:auto0012@L3831,GLC3:corollary:c:semiinf Sat IC,GLC3,remark,,Spectral semi-infinite category/ies,3831,3840,GLC3,corollary,c:semiinf Sat IC,Spectral semi-infinite category/ies,3820,3829
GLC3:remark:auto0012@L3831,GLC3:proposition:p:semiinf Sat IC,GLC3,remark,,Spectral semi-infinite category/ies,3831,3840,GLC3,proposition,p:semiinf Sat IC,Spectral semi-infinite category/ies,3815,3818
GLC3:remark:auto0012@L3831,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Spectral semi-infinite category/ies,3831,3840,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:r:IGP spec duality,GLC3:proposition:p:semiinf spec IC dual,GLC3,remark,r:IGP spec duality,Spectral semi-infinite category/ies,3855,3872,GLC3,proposition,p:semiinf spec IC dual,Spectral semi-infinite category/ies,3959,3962
GLC3:proposition:p:semiinf spec IC dual,GLC3:theorem:t:semiinf CS,GLC3,proposition,p:semiinf spec IC dual,Spectral semi-infinite category/ies,3959,3962,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:proposition:p:semiinf spec IC dual,GLC3:theorem:t:semiinf geom Satake,GLC3,proposition,p:semiinf spec IC dual,Spectral semi-infinite category/ies,3959,3962,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:r:no LS N mer,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,r:no LS N mer,Spectral semi-infinite category/ies,4009,4035,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:auto0017@L4092,GLC3:theorem:t:semiinf CS,GLC3,remark,,Spectral semi-infinite category/ies,4092,4095,GLC3,theorem,t:semiinf CS,Spectral semi-infinite category/ies,4071,4088
GLC3:remark:auto0017@L4092,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Spectral semi-infinite category/ies,4092,4095,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:e:triang g,"GLC3:proposition:p:wak-explicit, almost",GLC3,remark,e:triang g,Jacquet and Wakimoto functors for Kac-Moody modules,4633,4648,GLC3,proposition,"p:wak-explicit, almost",Jacquet and Wakimoto functors for Kac-Moody modules,4592,4631
GLC3:remark:r:semiinf restr gen,GLC3:lemma:l:wak restr to n,GLC3,remark,r:semiinf restr gen,Jacquet and Wakimoto functors for Kac-Moody modules,4651,4658,GLC3,lemma,l:wak restr to n,Jacquet and Wakimoto functors for Kac-Moody modules,4691,4709
GLC3:remark:r:semiinf restr gen,"GLC3:proposition:p:wak-explicit, almost",GLC3,remark,r:semiinf restr gen,Jacquet and Wakimoto functors for Kac-Moody modules,4651,4658,GLC3,proposition,"p:wak-explicit, almost",Jacquet and Wakimoto functors for Kac-Moody modules,4592,4631
GLC3:corollary:c:wak-explicit,GLC3:remark:r:semiinf restr gen,GLC3,corollary,c:wak-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,4664,4684,GLC3,remark,r:semiinf restr gen,Jacquet and Wakimoto functors for Kac-Moody modules,4651,4658
GLC3:corollary:c:wak restr to n,GLC3:corollary:c:wak-explicit,GLC3,corollary,c:wak restr to n,Jacquet and Wakimoto functors for Kac-Moody modules,4711,4730,GLC3,corollary,c:wak-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,4664,4684
GLC3:remark:auto0028@L4840,GLC3:corollary:c:wak-usual-explicit,GLC3,remark,,Jacquet and Wakimoto functors for Kac-Moody modules,4840,4844,GLC3,corollary,c:wak-usual-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,4813,4837
GLC3:remark:r:wak-exact,GLC3:corollary:c:wak-usual-explicit,GLC3,remark,r:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,4857,4869,GLC3,corollary,c:wak-usual-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,4813,4837
GLC3:remark:r:wak-exact,GLC3:proposition:p:wak-exact,GLC3,remark,r:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,4857,4869,GLC3,proposition,p:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,4850,4855
GLC3:corollary:c:Wak Sph via semiinf,GLC3:corollary:c:wak restr to n,GLC3,corollary,c:Wak Sph via semiinf,Jacquet and Wakimoto functors for Kac-Moody modules,4998,5005,GLC3,corollary,c:wak restr to n,Jacquet and Wakimoto functors for Kac-Moody modules,4711,4730
GLC3:corollary:c:Wak Sph via semiinf,GLC3:remark:r:non-trivial transl,GLC3,corollary,c:Wak Sph via semiinf,Jacquet and Wakimoto functors for Kac-Moody modules,4998,5005,GLC3,remark,r:non-trivial transl,The local semi-infinite category,2763,2770
GLC3:corollary:c:Wak Sph via semiinf,GLC3:theorem:t:local Jacquet dual enh,GLC3,corollary,c:Wak Sph via semiinf,Jacquet and Wakimoto functors for Kac-Moody modules,4998,5005,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:corollary:c:DS of Wak usual,GLC3:corollary:c:DS of Wak,GLC3,corollary,c:DS of Wak usual,Jacquet and Wakimoto functors for Kac-Moody modules,5417,5426,GLC3,corollary,c:DS of Wak,Jacquet and Wakimoto functors for Kac-Moody modules,5394,5403
GLC3:corollary:c:DS of Wak crit,GLC3:corollary:c:wak-usual-explicit,GLC3,corollary,c:DS of Wak crit,Jacquet and Wakimoto functors for Kac-Moody modules,5432,5449,GLC3,corollary,c:wak-usual-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,4813,4837
GLC3:corollary:c:DS of Wak crit,GLC3:proposition:p:wak-exact,GLC3,corollary,c:DS of Wak crit,Jacquet and Wakimoto functors for Kac-Moody modules,5432,5449,GLC3,proposition,p:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,4850,4855
GLC3:corollary:c:DS of Wak crit,GLC3:remark:r:wak-exact,GLC3,corollary,c:DS of Wak crit,Jacquet and Wakimoto functors for Kac-Moody modules,5432,5449,GLC3,remark,r:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,4857,4869
GLC3:lemma:auto0038@L5521,GLC3:corollary:c:DS of Wak,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,corollary,c:DS of Wak,Jacquet and Wakimoto functors for Kac-Moody modules,5394,5403
GLC3:lemma:auto0038@L5521,GLC3:corollary:c:KM to Sph gen,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,corollary,c:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4990,4992
GLC3:lemma:auto0038@L5521,GLC3:lemma:l:DS of Wak,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,lemma,l:DS of Wak,Jacquet and Wakimoto functors for Kac-Moody modules,5379,5388
GLC3:lemma:auto0038@L5521,GLC3:lemma:l:KM to Sph gen,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:lemma:auto0038@L5521,GLC3:remark:r:non-trivial transl,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,remark,r:non-trivial transl,The local semi-infinite category,2763,2770
GLC3:lemma:auto0038@L5521,GLC3:theorem:t:local Jacquet dual enh,GLC3,lemma,,Jacquet and Wakimoto functors for Kac-Moody modules,5521,5537,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:remark:auto0041@L6765,GLC3:lemma:l:Miura,GLC3,remark,,Jacquet functor(s) for opers,6765,6778,GLC3,lemma,l:Miura,Jacquet functor(s) for opers,6753,6755
GLC3:remark:auto0046@L7566,GLC3:corollary:c:MOp form comp,GLC3,remark,,Jacquet functor(s) for opers,7566,7568,GLC3,corollary,c:MOp form comp,Jacquet functor(s) for opers,7524,7531
GLC3:remark:auto0046@L7566,GLC3:proposition:p:MOp form comp,GLC3,remark,,Jacquet functor(s) for opers,7566,7568,GLC3,proposition,p:MOp form comp,Jacquet functor(s) for opers,7459,7466
GLC3:remark:auto0046@L7566,GLC3:remark:r:j not open,GLC3,remark,,Jacquet functor(s) for opers,7566,7568,GLC3,remark,r:j not open,Jacquet functor(s) for opers,6945,6949
GLC3:corollary:c:factor Jacquet,GLC3:theorem:t:local Jacquet,GLC3,corollary,c:factor Jacquet,Jacquet functor(s) for opers,7750,7766,GLC3,theorem,t:local Jacquet,Compatibility of the FLE with the Jacquet functors,8054,8063
GLC3:corollary:c:factor Jacquet,GLC3:theorem:t:local Jacquet dual,GLC3,corollary,c:factor Jacquet,Jacquet functor(s) for opers,7750,7766,GLC3,theorem,t:local Jacquet dual,Compatibility of the FLE with the Jacquet functors,8230,8239
GLC3:corollary:c:factor Jacquet,GLC3:theorem:t:local Jacquet dual enh,GLC3,corollary,c:factor Jacquet,Jacquet functor(s) for opers,7750,7766,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:corollary:c:factor Jacquet,GLC3:theorem:t:local Jacquet enh,GLC3,corollary,c:factor Jacquet,Jacquet functor(s) for opers,7750,7766,GLC3,theorem,t:local Jacquet enh,Compatibility of the FLE with the Jacquet functors,8167,8179
GLC3:remark:auto0050@L8065,GLC3:corollary:c:!-Jacquet on Whit,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8065,8067,GLC3,corollary,c:!-Jacquet on Whit,Spectral semi-infinite category/ies,3707,3716
GLC3:remark:auto0050@L8065,GLC3:theorem:t:local Jacquet,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8065,8067,GLC3,theorem,t:local Jacquet,Compatibility of the FLE with the Jacquet functors,8054,8063
GLC3:remark:auto0052@L8182,GLC3:theorem:t:local Jacquet,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8182,8184,GLC3,theorem,t:local Jacquet,Compatibility of the FLE with the Jacquet functors,8054,8063
GLC3:remark:auto0052@L8182,GLC3:theorem:t:local Jacquet dual enh,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8182,8184,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:remark:auto0052@L8182,GLC3:theorem:t:local Jacquet enh,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8182,8184,GLC3,theorem,t:local Jacquet enh,Compatibility of the FLE with the Jacquet functors,8167,8179
GLC3:remark:auto0052@L8182,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8182,8184,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:theorem:t:local Jacquet dual,GLC3:theorem:t:local Jacquet enh,GLC3,theorem,t:local Jacquet dual,Compatibility of the FLE with the Jacquet functors,8230,8239,GLC3,theorem,t:local Jacquet enh,Compatibility of the FLE with the Jacquet functors,8167,8179
GLC3:theorem:t:local Jacquet dual enh,GLC3:theorem:t:local Jacquet dual,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270,GLC3,theorem,t:local Jacquet dual,Compatibility of the FLE with the Jacquet functors,8230,8239
GLC3:remark:auto0055@L8291,GLC3:theorem:t:local Jacquet dual enh,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8291,8303,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:remark:auto0055@L8291,GLC3:theorem:t:semiinf geom Satake,GLC3,remark,,Compatibility of the FLE with the Jacquet functors,8291,8303,GLC3,theorem,t:semiinf geom Satake,Spectral semi-infinite category/ies,3636,3658
GLC3:remark:r:OpMmf,GLC3:proposition:p:MOp form comp,GLC3,remark,r:OpMmf,Proof of \thmref{t:local Jacquet dual enh},8441,8451,GLC3,proposition,p:MOp form comp,Jacquet functor(s) for opers,7459,7466
GLC3:remark:r:OpMmf wedge,GLC3:remark:r:OpMmf,GLC3,remark,r:OpMmf wedge,Proof of \thmref{t:local Jacquet dual enh},8513,8524,GLC3,remark,r:OpMmf,Proof of \thmref{t:local Jacquet dual enh},8441,8451
GLC3:remark:auto0058@L8563,GLC3:remark:r:OpMmf,GLC3,remark,,Proof of \thmref{t:local Jacquet dual enh},8563,8584,GLC3,remark,r:OpMmf,Proof of \thmref{t:local Jacquet dual enh},8441,8451
GLC3:remark:auto0058@L8563,GLC3:remark:r:OpMmf wedge,GLC3,remark,,Proof of \thmref{t:local Jacquet dual enh},8563,8584,GLC3,remark,r:OpMmf wedge,Proof of \thmref{t:local Jacquet dual enh},8513,8524
GLC3:remark:r:OpMmf functor,GLC3:remark:r:OpMmf,GLC3,remark,r:OpMmf functor,Proof of \thmref{t:local Jacquet dual enh},8610,8646,GLC3,remark,r:OpMmf,Proof of \thmref{t:local Jacquet dual enh},8441,8451
GLC3:remark:r:OpMmf functor,GLC3:remark:r:OpMmf wedge,GLC3,remark,r:OpMmf functor,Proof of \thmref{t:local Jacquet dual enh},8610,8646,GLC3,remark,r:OpMmf wedge,Proof of \thmref{t:local Jacquet dual enh},8513,8524
GLC3:remark:r:OpMmf functor,GLC3:remark:r:pre F,GLC3,remark,r:OpMmf functor,Proof of \thmref{t:local Jacquet dual enh},8610,8646,GLC3,remark,r:pre F,Proof of semi-infinite geometric Satake,25376,25387
GLC3:remark:auto0060@L8746,GLC3:remark:r:OpMmf functor,GLC3,remark,,Proof of \thmref{t:local Jacquet dual enh},8746,8750,GLC3,remark,r:OpMmf functor,Proof of \thmref{t:local Jacquet dual enh},8610,8646
GLC3:proposition:p:F KM Sph via semiinf,GLC3:lemma:l:KM to Sph gen,GLC3,proposition,p:F KM Sph via semiinf,Proof of \thmref{t:local Jacquet dual enh},8845,8854,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:proposition:p:support of Wak Sph,GLC3:corollary:c:KM to Sph gen,GLC3,proposition,p:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8927,8964,GLC3,corollary,c:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4990,4992
GLC3:corollary:c:support of Wak Sph,GLC3:corollary:c:DS of Wak crit,GLC3,corollary,c:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8972,8978,GLC3,corollary,c:DS of Wak crit,Jacquet and Wakimoto functors for Kac-Moody modules,5432,5449
GLC3:corollary:c:support of Wak Sph,GLC3:proposition:p:F KM Sph via semiinf,GLC3,corollary,c:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8972,8978,GLC3,proposition,p:F KM Sph via semiinf,Proof of \thmref{t:local Jacquet dual enh},8845,8854
GLC3:corollary:c:support of Wak Sph,GLC3:proposition:p:support of Wak Sph,GLC3,corollary,c:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8972,8978,GLC3,proposition,p:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8927,8964
GLC3:remark:auto0064@L9103,GLC3:corollary:c:Miura and BRST,GLC3,remark,,Proof of \thmref{t:local Jacquet dual enh},9103,9108,GLC3,corollary,c:Miura and BRST,Proof of \thmref{t:local Jacquet dual enh},9300,9314
GLC3:corollary:c:Miura and BRST,GLC3:corollary:c:Miura and Wak,GLC3,corollary,c:Miura and BRST,Proof of \thmref{t:local Jacquet dual enh},9300,9314,GLC3,corollary,c:Miura and Wak,Proof of \thmref{t:local Jacquet dual enh},9280,9287
GLC3:corollary:c:Miura and BRST,GLC3:proposition:p:support of Wak Sph,GLC3,corollary,c:Miura and BRST,Proof of \thmref{t:local Jacquet dual enh},9300,9314,GLC3,proposition,p:support of Wak Sph,Proof of \thmref{t:local Jacquet dual enh},8927,8964
GLC3:corollary:c:FG1,GLC3:lemma:l:BC Miura,GLC3,corollary,c:FG1,Proof of \thmref{t:local Jacquet dual enh},9590,9593,GLC3,lemma,l:BC Miura,Jacquet functor(s) for opers,7676,7678
GLC3:corollary:c:FG1,GLC3:proposition:p:t semiinf spec,GLC3,corollary,c:FG1,Proof of \thmref{t:local Jacquet dual enh},9590,9593,GLC3,proposition,p:t semiinf spec,The spectral semi-infinite category/ies over the Ran space,23540,23544
GLC3:corollary:c:FG1,GLC3:theorem:t:FG1,GLC3,corollary,c:FG1,Proof of \thmref{t:local Jacquet dual enh},9590,9593,GLC3,theorem,t:FG1,Proof of \thmref{t:local Jacquet dual enh},9561,9576
GLC3:corollary:c:FG1,GLC3:theorem:t:local Jacquet dual enh,GLC3,corollary,c:FG1,Proof of \thmref{t:local Jacquet dual enh},9590,9593,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:proposition:p:IndCoh* Op mf via R,GLC3:proposition:p:iota diag,GLC3,proposition,p:IndCoh* Op mf via R,"Proof of \thmref{t:local Jacquet dual enh}, continuation",9957,9970,GLC3,proposition,p:iota diag,Proof of semi-infinite geometric Satake,25518,25545
GLC3:proposition:p:iota diag Op,GLC3:proposition:p:IndCoh* Op mf via R,GLC3,proposition,p:iota diag Op,"Proof of \thmref{t:local Jacquet dual enh}, continuation",10124,10140,GLC3,proposition,p:IndCoh* Op mf via R,"Proof of \thmref{t:local Jacquet dual enh}, continuation",9957,9970
GLC3:proposition:p:iota diag Op,GLC3:theorem:t:local Jacquet dual enh,GLC3,proposition,p:iota diag Op,"Proof of \thmref{t:local Jacquet dual enh}, continuation",10124,10140,GLC3,theorem,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,8257,8270
GLC3:proposition:p:iota diag Op,GLC3:theorem:t:main,GLC3,proposition,p:iota diag Op,"Proof of \thmref{t:local Jacquet dual enh}, continuation",10124,10140,GLC3,theorem,t:main,The Langlands functor is an equivalence on the Eisenstein part(s),21749,21752
GLC3:remark:auto0076@L10660,GLC3:lemma:l:KM to Sph gen,GLC3,remark,,Eisenstein and constant term functors on the geometric side,10660,10669,GLC3,lemma,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,4905,4920
GLC3:remark:auto0076@L10660,GLC3:lemma:l:approx prel,GLC3,remark,,Eisenstein and constant term functors on the geometric side,10660,10669,GLC3,lemma,l:approx prel,Eisenstein and constant term functors on the geometric side,10626,10633
GLC3:remark:auto0076@L10660,GLC3:remark:r:global IGP untl,GLC3,remark,,Eisenstein and constant term functors on the geometric side,10660,10669,GLC3,remark,r:global IGP untl,Eisenstein and constant term functors on the geometric side,10428,10498
GLC3:remark:auto0077@L10812,GLC3:proposition:p:compact Eis,GLC3,remark,,Eisenstein and constant term functors on the geometric side,10812,10820,GLC3,proposition,p:compact Eis,Global interpretation of the enhanced functors,12856,12858
GLC3:remark:auto0078@L11037,GLC3:corollary:c:geom intertwiner,GLC3,remark,,Eisenstein and constant term functors on the geometric side,11037,11043,GLC3,corollary,c:geom intertwiner,The local semi-infinite category,2542,2550
GLC3:remark:auto0080@L11099,GLC3:remark:r:global IGP untl,GLC3,remark,,Eisenstein and constant term functors on the geometric side,11099,11116,GLC3,remark,r:global IGP untl,Eisenstein and constant term functors on the geometric side,10428,10498
GLC3:remark:auto0080@L11099,GLC3:theorem:t:intertwiners,GLC3,remark,,Eisenstein and constant term functors on the geometric side,11099,11116,GLC3,theorem,t:intertwiners,Eisenstein and constant term functors on the geometric side,11086,11097
GLC3:remark:e:funct eq,GLC3:theorem:t:intertwiners,GLC3,remark,e:funct eq,Eisenstein and constant term functors on the geometric side,11118,11130,GLC3,theorem,t:intertwiners,Eisenstein and constant term functors on the geometric side,11086,11097
GLC3:corollary:c:intertwiners CT simple,GLC3:remark:e:funct eq,GLC3,corollary,c:intertwiners CT simple,Eisenstein and constant term functors on the geometric side,11154,11163,GLC3,remark,e:funct eq,Eisenstein and constant term functors on the geometric side,11118,11130
GLC3:corollary:c:intertwiners CT simple,GLC3:theorem:t:intertwiners,GLC3,corollary,c:intertwiners CT simple,Eisenstein and constant term functors on the geometric side,11154,11163,GLC3,theorem,t:intertwiners,Eisenstein and constant term functors on the geometric side,11086,11097
GLC3:corollary:c:loc vs global CT enh co,GLC3:proposition:p:loc vs global CT enh co,GLC3,corollary,c:loc vs global CT enh co,Global interpretation of the enhanced functors,12066,12071,GLC3,proposition,p:loc vs global CT enh co,Global interpretation of the enhanced functors,12016,12021
GLC3:corollary:c:loc vs global Eis enh co,GLC3:lemma:l:approx,GLC3,corollary,c:loc vs global Eis enh co,Global interpretation of the enhanced functors,12129,12145,GLC3,lemma,l:approx,Global interpretation of the enhanced functors,12053,12056
GLC3:lemma:auto0093@L12479,GLC3:proposition:p:loc-to-glob Drinf defnd,GLC3,lemma,,Global interpretation of the enhanced functors,12479,12482,GLC3,proposition,p:loc-to-glob Drinf defnd,Global interpretation of the enhanced functors,12269,12300
GLC3:lemma:l:Verdier duality loc vs glob,GLC3:proposition:p:loc-to-glob Drinf defnd,GLC3,lemma,l:Verdier duality loc vs glob,Global interpretation of the enhanced functors,12524,12545,GLC3,proposition,p:loc-to-glob Drinf defnd,Global interpretation of the enhanced functors,12269,12300
GLC3:corollary:c:! BunPt unital,GLC3:lemma:l:Verdier duality loc vs glob,GLC3,corollary,c:! BunPt unital,Global interpretation of the enhanced functors,12608,12610,GLC3,lemma,l:Verdier duality loc vs glob,Global interpretation of the enhanced functors,12524,12545
GLC3:corollary:c:! BunPt unital,GLC3:proposition:p:* BunPt unital,GLC3,corollary,c:! BunPt unital,Global interpretation of the enhanced functors,12608,12610,GLC3,proposition,p:* BunPt unital,Global interpretation of the enhanced functors,11790,11792
