claim_id,paper_key,env,kind,opt_title,label,section,subsection,subsubsection,statement_preview,statement_sha256,tex_file,line_start,line_end
GLC3:theorem:t:semiinf geom Satake,GLC3,thm,theorem,,t:semiinf geom Satake,Spectral semi-infinite category/ies,,,"\label{t:semiinf geom Satake} There exists an equivalence of unital factorization categories $$\Sat^{-,\semiinf}:\on{I}(G,P^-)^{\on{loc}}_{\rho_P(\omega_X)}\to \on{I}(\cG,\cP^-)^{\on{spec,loc}},$$ compatible with the actions of \begin{equation} \label{e:Sat G tau} \Sph_G \overset…",4aee369f95e5f37d4e8a6ea755b378b970bb5cb9896b75d35eca7621cd94f7e3,gaits3.tex,3636,3658
GLC3:remark:auto0006@L3672,GLC3,rem,remark,,,Spectral semi-infinite category/ies,,,"The existence of \emph{an} equivalence $$\on{I}(G,P^-)^{\on{loc}}_{\rho_P(\omega_X)}\simeq \on{I}(\cG,\cP^-)^{\on{spec,loc}}$$ was established in \cite{CR}.\footnote{At the pointwise level, the existence of an equivalence between $\on{I}(G,P^-)^{\on{loc}}_{\rho_P(\omega_X)}$ and…",9a4f7818d5630b191a1c7ea0cce864b31e8ad34aed94681e35de0f60aadafc3d,gaits3.tex,3672,3695
GLC3:corollary:c:!-Jacquet on Whit,GLC3,cor,corollary,,c:!-Jacquet on Whit,Spectral semi-infinite category/ies,,,"\label{c:!-Jacquet on Whit} The following diagram of factorization categories and functors commutes: \begin{equation} \label{e:!-Jacquet on Whit} \CD \Whit^!(G) @>{\on{CS}_{G,\tau}}>> \Rep(\cG) \\ @V{J^{-,!}_{\Whit}}VV @VV{\on{inv}_{\cN^-_P}=J^{-,\on{spec},!}}V \\ \Whit^!(M) @>{\…",d459c53de1db2b654fd2bdf27ecd634b7a414bc154becd465365275a8a79b36c,gaits3.tex,3707,3716
GLC3:remark:r:! Jaq,GLC3,rem,remark,,r:! Jaq,Spectral semi-infinite category/ies,,,"\label{r:! Jaq} Although we stated the commutativity of \eqref{e:!-Jacquet on Whit} as a corollary of \thmref{t:semiinf geom Satake}, when it comes to proofs, the actual logic of the proofs is the other way around: one establishes \corref{c:!-Jacquet on Whit} first, and this is a…",92ba21bb7a72e28868d44d0e6d1b1993f73632e43eb4e5e1ea5a0f9a4dff86eb,gaits3.tex,3718,3730
GLC3:remark:r:Ups,GLC3,rem,remark,,r:Ups,Spectral semi-infinite category/ies,,,"\label{r:Ups} What follows from \cite{CR} is that the diagram \begin{equation} \label{e:J* Whit} \CD \Whit^!(G) @>{\on{CS}_{G,\tau}}>> \Rep(\cG) \\ @V{J^{-,*}_{\Whit}}VV @VV{J^{-,\on{spec},*}}V \\ \Whit^!(M) @>{\on{CS}_{M,\tau}}>> \Rep(\cM) \endCD \end{equation} commutes.",048739bd9aa88f6d5a2ece317474bdb393038791e3a8e7a67020efebaf644b59,gaits3.tex,3732,3744
GLC3:proposition:p:semiinf Sat IC,GLC3,prop,proposition,,p:semiinf Sat IC,Spectral semi-infinite category/ies,,,"\label{p:semiinf Sat IC} We have a canonical isomorphism of unital factorization algebras $$\Sat^{-,\semiinf}(\IC^{-,\semiinf})\simeq \IC^{-,\on{spec},\semiinf}.$$",e27627c9790a6ff9d48d19962204be7a7f8bf0728f5a478693b039bf27daee32,gaits3.tex,3815,3818
GLC3:corollary:c:semiinf Sat IC,GLC3,cor,corollary,,c:semiinf Sat IC,Spectral semi-infinite category/ies,,,"\label{c:semiinf Sat IC} The following diagram of factorization categories and functors commutes: \begin{equation} \label{e:IC Jacquet on Whit and Rep} \CD \Whit^!(G) @>{\on{CS}_{G,\tau}}>> \Rep(\cG) \\ @V{J^{-,!*}_{\Whit}}VV @VV{\on{Res}^\cG_\cM\simeq J^{-,\on{spec},!*}}V \\ \Wh…",5c4687412fe8b2f8078aae1fe1474ac50b5ea6e2c6725de0643f3c6f855fab0f,gaits3.tex,3820,3829
GLC3:remark:auto0012@L3831,GLC3,rem,remark,,,Spectral semi-infinite category/ies,,,The commutativity of \eqref{e:IC Jacquet on Whit and Rep} for $P=B$ (essentially) follows from \cite[Theorem 4.15.1]{Ra4}. A direct proof of \corref{c:semiinf Sat IC} (without referring to \propref{p:semiinf Sat IC}) for an arbitrary parabolic will be given in \cite{FH}.,dfdd977c03b14af19ceaff62abd3b1fc65a3eabec7db57e4c9daada20b693219,gaits3.tex,3831,3840
GLC3:remark:r:IGP spec duality,GLC3,rem,remark,,r:IGP spec duality,Spectral semi-infinite category/ies,,,"\label{r:IGP spec duality} Note according to \secref{sss:self-duality twisted geom cen}, the identification \eqref{e:self-duality I G P spec} is compatible with: \begin{itemize} \item The natural actions of $\Sph_\cG^{\on{spec}}$ on the two sides; \medskip \item The natural actio…",5795d2e226416421779821366020a4ecbde16d2d9d091a46cd33a127084bbe00,gaits3.tex,3855,3872
GLC3:proposition:p:semiinf spec IC dual,GLC3,prop,proposition,,p:semiinf spec IC dual,Spectral semi-infinite category/ies,,,"\label{p:semiinf spec IC dual} The factorization algebra $\IC^{-,\on{spec},\semiinf}_{\on{co}}$ corresponds under the identification \eqref{e:self-duality I G P spec} to the factorization algebra $\IC^{-,\on{spec},\semiinf}$.",8ad95a80c5f5c9e2e3c0350e1cc7f27fffa5849a7028f6bb252c99ef734276fc,gaits3.tex,3959,3962
GLC3:remark:r:no LS N mer,GLC3,rem,remark,,r:no LS N mer,Spectral semi-infinite category/ies,,,"\label{r:no LS N mer} That said, one can consider the factorization category \begin{equation} \label{e:ambient spec QCo co} \QCoh_{\on{co}}(\LS^\Mmf_{\cP^-}), \end{equation} see \cite[Sect. B.13.8]{GLC2}. \medskip Over a fixed point $\ul{x}\in \Ran$, the functor $$\Psi_{\LS^\Mmf_…",e63d4182864889eb02b3f42b7615a7991c0c9070c1c1727235ac0eec4d3af209,gaits3.tex,4009,4035
GLC3:theorem:t:semiinf CS,GLC3,thm,theorem,,t:semiinf CS,Spectral semi-infinite category/ies,,,"\label{t:semiinf CS} There exists an equivalence of unital factorization categories \begin{equation} \label{e:ambient} \on{CS}^{-,\semiinf}_\tau: \Whit^!(G)\underset{\Sph_G}\otimes \on{I}(G,P^-)^{\on{loc}}_{\rho_P(\omega_X)} \simeq \IndCoh^*((\LS^\Mmf_{\cP^-})^\wedge_\mf), \end{e…",b6ced1bd1471724f5a5a0414d5af17932b433caec9ea7265fd79d86a94ed0d00,gaits3.tex,4071,4088
GLC3:remark:auto0017@L4092,GLC3,rem,remark,,,Spectral semi-infinite category/ies,,,"As far as the actual logic of the proofs is concerned, we will prove \thmref{t:semiinf CS} first, and then use it to deduce \thmref{t:semiinf geom Satake}.",c6ccc603d3c3b62b6571daabffed518db9c1519269c2d29c50f06b8c3be0b73c,gaits3.tex,4092,4095
GLC3:remark:auto0018@L4509,GLC3,rem,remark,,,Jacquet and Wakimoto functors for Kac-Moody modules,,,"Recall (see \cite[Sect. B.14]{GLC2}) that $\hg\mod_{\crit_G+\kappa}$ has a natural structure of (unital) factorization category, and this structure in inherited by $(\hg\mod_{\crit_G+\kappa})_{\fL(N^-_P)}$. \medskip However, we do not know whether the operation of $\fL(N^-_P)$-\e…",e7ad1cdd7b8771a5fe30f4b720d5189d5312cd801ae0ac22883a93dc45cb2151,gaits3.tex,4509,4527
GLC3:remark:auto0019@L4529,GLC3,rem,remark,,,Jacquet and Wakimoto functors for Kac-Moody modules,,,"The version of the Wakimoto functor given by \eqref{e:semiinf Wak} may seem somewhat exotic. For example, it produces objects that are not seen by the t-structure on $\hg\mod_{\crit_G-\kappa}$ (i.e., all of their cohomologies are $0$). \medskip One recovers from it the usual Waki…",c24cb26f0b7c6a2070bc9a4a7890d4babd3c4ac3e3d714b769ef7ca1f0783b8a,gaits3.tex,4529,4542
"GLC3:proposition:p:wak-explicit, almost",GLC3,prop,proposition,,"p:wak-explicit, almost",Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{p:wak-explicit, almost} The following diagram of (lax unital) factorization functors commutes: \[ \begin{tikzcd}[row sep = large, column sep = scriptsize] \hp^-\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\oblv^{\vee}""] \arrow[d,""\oblv""] && \hg…",565d2438fd385d257861b27d3085af71b2dedc2a11c256889e554bfa312657eb,gaits3.tex,4592,4631
GLC3:remark:e:triang g,GLC3,rem,remark,,e:triang g,Jacquet and Wakimoto functors for Kac-Moody modules,,,"Unwinding the abstraction, \propref{p:wak-explicit, almost} amounts to the identity \begin{equation} \label{e:triang g} \Gamma^{\IndCoh}(\fL(G),\delta_1) \simeq \Gamma^{\IndCoh}(\fL(P^-),\delta_1) \underset{\hb(M)}{\overset{\semiinf}{\otimes}} \Gamma^{\IndCoh}(\fL(B),\delta_1), \…",fe879018f691f1f4797a8f8c14da34caba4d5d6a440406e4e1dbd30ffa8a7799,gaits3.tex,4633,4648
GLC3:remark:r:semiinf restr gen,GLC3,rem,remark,,r:semiinf restr gen,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{r:semiinf restr gen} A similar result holds for any parabolic $\fp_2$ in place of the Borel, or more generally, any subalgebra $\fh \subset \fg$ with the property that $\fp^-+\fh = \fg$. In particular, we can apply it to $\fh=\fn$, see \lemref{l:wak restr to n} below.",78165ce91318473092df534bec08b0d6e357037f3de840b73c508115633d0bb5,gaits3.tex,4651,4658
GLC3:corollary:c:wak-explicit,GLC3,cor,corollary,,c:wak-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:wak-explicit} The following diagram of (lax unital) factorization functors commutes: \[ \begin{tikzcd}[row sep = large, column sep = scriptsize] \hm\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\Wak^{-,\semiinf}""] \arrow[d,""\oblv""] && \hg\mod_…",1ffd1bd10f6f2a9f7bd46aab43e7aafaa8d44b3a420495759bc80b24384f9c31,gaits3.tex,4664,4684
GLC3:lemma:l:wak restr to n,GLC3,lem,lemma,,l:wak restr to n,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{l:wak restr to n} The following diagram of (lax unital) factorization commutes \[ \begin{tikzcd}[row sep = large, column sep = scriptsize] \hp^-\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\oblv^{\vee}""] \arrow[d,""\oblv""] && \hg\mod_{\crit_G+\k…",46ba352edb023da0938e418b4881763fa122962cb1d1a1a52debfbece5e2a31b,gaits3.tex,4691,4709
GLC3:corollary:c:wak restr to n,GLC3,cor,corollary,,c:wak restr to n,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:wak restr to n} The following diagram of (lax unital) factorization functors commutes: \[ \begin{tikzcd}[row sep = large, column sep = scriptsize] \hm\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\Wak^{-,\semiinf}""] \arrow[d,""\oblv""] && \hg\mo…",a30ffbed4c31bc1a48087e209e3de94d75b3a5a8451f20cfe9779a5546ad9a4d,gaits3.tex,4711,4730
GLC3:corollary:c:wak-usual-explicit prel,GLC3,cor,corollary,,c:wak-usual-explicit prel,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:wak-usual-explicit prel} The following diagram of (lax unital) factorization functors commutes: \[ \begin{tikzcd}[row sep = large, column sep = large] \hm\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\Wak""] \arrow[d,""\oblv""] && \hg\mod_{\crit_…",95e0ef70623e4d594e59db3a794d8ff7ce8ebe1ae2f8973cd9e01a3ad76b1f98,gaits3.tex,4784,4807
GLC3:corollary:c:wak-usual-explicit,GLC3,cor,corollary,,c:wak-usual-explicit,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:wak-usual-explicit} The following diagram of (lax unital) factorization functors commutes: \[ \begin{tikzcd}[row sep = large, column sep = large] \hm\mod_{\crit_M+\kappa-\rhoch_P} \arrow[rr,shorten <= 1ex, shorten >= 1ex, ""\Wak""] \arrow[d,""\oblv""] && \hg\mod_{\crit_G+\ka…",90f441696de9ef16329bd63bae1f81056450c66e9da64af7f5f6094a1c91a9ef,gaits3.tex,4813,4837
GLC3:remark:auto0028@L4840,GLC3,rem,remark,,,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\corref{c:wak-usual-explicit} expresses the following idea: the functor $\Wak$ produces objects that are ``semi-infinite free"" with respect to $\fL(\fn_P)$, see \cite[Sect. 2.2]{Ga2}.",11aace5ebdc9fb2559f2b71e528644a55c8c78369d972e53cd92cadcf28870b8,gaits3.tex,4840,4844
GLC3:proposition:p:wak-exact,GLC3,prop,proposition,,p:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{p:wak-exact} At the pointwise level, the functor $\Wak$ is t-exact.",a7cc009044c3794794b2fcfb78f60c483a4cdee6fdca32112ba7b479a0a87d40,gaits3.tex,4850,4855
GLC3:remark:r:wak-exact,GLC3,rem,remark,,r:wak-exact,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{r:wak-exact} Note that \corref{c:wak-usual-explicit} implies that the t-exactness property in \propref{p:wak-exact} holds after applying the forgetful functor $\oblv:\hg\mod_{\crit_G+\kappa}^{\fL^+(N_P)} \to \Vect$. \medskip However, since the t-structure on $\hg\mod_{\cri…",950688681ade1935f8dba404ba34f4bf61e33b3bfc979e47f1f0da95c9280a5d,gaits3.tex,4857,4869
GLC3:lemma:l:KM to Sph gen,GLC3,lem,lemma,,l:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{l:KM to Sph gen} The functors $$\KL(G)_{\crit_G}\underset{\Sph_G}\otimes \Dmod_{\frac{1}{2}}(\Gr_G)_{\fL(N^-_P)}^{\fL^+(M),\on{ren}}\to \KL(G)_{\crit_G}\underset{\Sph_G}\otimes \Dmod_{\frac{1}{2}}(\Gr_G)_{\fL(N^-_P)}^{\fL^+(M)}$$ and $$\KL(G)_{\crit_G}\underset{\Sph_G}\oti…",7a756b874ee9deee59b17bb991847da79052da6b44d9b1d69fb51a893992a330,gaits3.tex,4905,4920
GLC3:corollary:c:KM to Sph gen,GLC3,cor,corollary,,c:KM to Sph gen,Jacquet and Wakimoto functors for Kac-Moody modules,,,\label{c:KM to Sph gen} The functor \eqref{e:KM to Sph gen} identifies with the right adjoint of $\Accs$.,604f841cabf68ef4aa151bc6ae69dc9c0c976949cc44fda2a73ae6a183befe6d,gaits3.tex,4990,4992
GLC3:corollary:c:Wak Sph via semiinf,GLC3,cor,corollary,,c:Wak Sph via semiinf,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:Wak Sph via semiinf} The functor $\Wak^{-,\on{Sph}}$ is recovered from $\Wak^{-,\on{enh}}$ as \begin{multline*} \KL(M)_{\crit_M-\rhoch_P} \overset{\Wak^{-,\on{enh}}}\longrightarrow \KL(G)_{\crit_G}\underset{\Sph_G}\otimes \on{I}(G,P^-)^{\on{loc}} \overset{\on{Id}\otimes…",2bdce2ef300dfbebd436300f0005beea009275ad7f238c64c8eec10385cc2418,gaits3.tex,4998,5005
GLC3:lemma:l:DS of Wak,GLC3,lem,lemma,,l:DS of Wak,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{l:DS of Wak} The following diagram of (lax unital) factorization functors commutes: \begin{equation} \label{e:DS of Wak} \CD \hm\mod_{\crit_M+\kappa-\rhoch_P,\rho(\omega_X)} @>{\alpha_{\rho_P(\omega),\on{cent}}}>> \hm\mod_{\crit_M+\kappa-\rhoch_P+\kappa(\rho_P,-),\rho_M(\o…",5e3b83cc482653b588fa770fd64c2472f17a6319acc1cd05be9b36e2fe869bf9,gaits3.tex,5379,5388
GLC3:corollary:c:DS of Wak,GLC3,cor,corollary,,c:DS of Wak,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:DS of Wak} The following diagram of (lax unital) factorization functors commutes: $$ \CD \KL(M)_{\crit_M+\kappa-\rhoch_P+\kappa(\rho_P,-)} & @>{\alpha_{\rho_M(\omega),\on{taut}}}>>& \KL(M)_{\crit_M+\kappa-\rhoch_P+\kappa(\rho_P,-),\rho_M(\omega_X)} \\ @V{\Wak^{-,\semiinf…",e650d41c2b80c2813eab2245426c7b51ee6ed0306d86b83f1febcd3a99196ffc,gaits3.tex,5394,5403
GLC3:corollary:c:DS of Wak usual,GLC3,cor,corollary,,c:DS of Wak usual,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:DS of Wak usual} The following diagram of (lax unital) factorization functors commutes: $$ \CD \KL(M)_{\crit_M+\kappa-\rhoch_P+\kappa(\rho_P,-)} & @>{\alpha_{\rho_M(\omega),\on{taut}}}>>& \KL(M)_{\crit_M+\kappa-\rhoch_P+\kappa(\rho_P,-),\rho_M(\omega_X)} \\ @V{\Wak_{\rho…",dffa4fd69c888ba259c3301f2934fec5974a0dfa7267215f90561308c4719b4a,gaits3.tex,5417,5426
GLC3:corollary:c:DS of Wak crit,GLC3,cor,corollary,,c:DS of Wak crit,Jacquet and Wakimoto functors for Kac-Moody modules,,,"\label{c:DS of Wak crit} The following diagrams of (lax unital) factorization functors commute: $$ \CD \KL(M)_{\crit_M-\rhoch_P} & @>{\alpha_{\rho_M(\omega),\on{taut}}}>>& \KL(M)_{\crit_M-\rhoch_P,\rho_M(\omega_X)} \\ @V{\Wak^{-,\semiinf}_{\rho_P(\omega_X)}}VV & & @VV{\DS_M}V \\…",0e585201bf272b87374af9a185e5f429d35de03bc99b49408b8fabc541893717,gaits3.tex,5432,5449
GLC3:lemma:auto0038@L5521,GLC3,lem,lemma,,,Jacquet and Wakimoto functors for Kac-Moody modules,,,"Suppose $\fh$ is a Tate Lie algebra, $\mathfrak{k} \subset \fh$ is a subalgebra that is a lattice, and $\fh_0 \subset \fh$ is a Tate Lie subalgebra. Then for any $\CN \in \mathfrak{k}\mod$, $\on{ind}_{\mathfrak{k}}^{\fh}(\CN)$ has a canonical $\bZ^{\geq 0}$-indexed filtration $$\…",8227de33fa4158c770315b945f1e5fba6f3e03526b18d6852b3bcf767ab21913,gaits3.tex,5521,5537
GLC3:lemma:l:Miura,GLC3,lem,lemma,,l:Miura,Jacquet functor(s) for opers,,,\label{l:Miura} The map \eqref{e:MOp to Op M} is an isomorphism.,a3d86e5684c9ad868d2c3e2e05db3efe5991fa514b97b3ccb2e03291074ed8b2,gaits3.tex,6753,6755
GLC3:remark:auto0040@L6757,GLC3,rem,remark,,,Jacquet functor(s) for opers,,,"The composition $$\sfp^{\on{Miu}}\circ (\sfq^{\on{Miu}})^{-1}$$ is a map $$\Op_{\cM,\rhoch_P}\to \Op_\cG,$$ called the (parabolic) Miura transform.",db424ac207849dc5d1f1db2b956cddb1c5a57c6be2afb02afdcb4f074e519f96,gaits3.tex,6757,6763
GLC3:remark:auto0041@L6765,GLC3,rem,remark,,,Jacquet functor(s) for opers,,,The assertion of \lemref{l:Miura} has the following classical counterpart: let $$\fb = \on{Fil}_0(\fg) \subset \on{Fil}_{-1}(\fg)\subset \fg$$ be the corresponding piece of the principal filtration. Then $$(\on{Fil}_{-1}(\fg)/\on{Ad}(B)\underset{\fg/\on{Ad}(G)}\times \fp^-/\on{Ad…,ce44a2d205c097c806616f73814d09f66574b5f47a266f8d9fb2ed522b016e20,gaits3.tex,6765,6778
GLC3:remark:r:j not open,GLC3,rem,remark,,r:j not open,Jacquet functor(s) for opers,,,"\label{r:j not open} Note that although the map $$\MOp^\reg_{\cG,\cP^-}\to \Op^\reg_{\cG,\cP^-}$$ is an open embedding, this is \emph{no longer the case} for the three maps denoted $\jmath$ above.",1bb267d746c076a7d9bf4ea2ff28ba6cd4e24c78daeaaf920ed77b33333f334c,gaits3.tex,6945,6949
GLC3:remark:auto0043@L7006,GLC3,rem,remark,,,Jacquet functor(s) for opers,,,"Generalizing \cite{FG2}, we conjecture\footnote{In fact, we believe that this conjecture can be proved by the methods of {\it loc. cit.}} that the category $\IndCoh^!(\Op^\Mmf_{\cG,\cP^-,\ul{x}})$ is equivalent to the category $$((\hg\mod_{\crit_G})_{\fL(N^-_P)}^{\fL^+(M)})_{\ul{…",8523328bcc364b5d0216af1c37159fbbc39f9dedd1ef9b4786c48be16233e09e,gaits3.tex,7006,7021
GLC3:proposition:p:MOp form comp,GLC3,prop,proposition,,p:MOp form comp,Jacquet functor(s) for opers,,,"\label{p:MOp form comp} The functor \begin{equation} \label{e:MOp form comp *} \IndCoh^*(\on{pt}\underset{\LS^\mer_\cG}\times\MOp^\Mmf_{\cG,\cP^-}) \underset{\IndCoh^*(\fL_\nabla(\cG))}\otimes \Vect \to \IndCoh^*((\MOp^\Mmf_{\cG,\cP^-})^\wedge_\mf) \end{equation} is an equivalenc…",77f4bd869185577db622e77fdd789bce852c2cc204ad9dfbfd09fca223fe73c6,gaits3.tex,7459,7466
GLC3:corollary:c:MOp form comp,GLC3,cor,corollary,,c:MOp form comp,Jacquet functor(s) for opers,,,"\label{c:MOp form comp} The functor \begin{equation} \label{e:MOp form comp !} \IndCoh^!((\MOp^\Mmf_{\cG,\cP^-})^\wedge_\mf)\to \IndCoh^!(\on{pt}\underset{\LS^\mer_\cG}\times\MOp^\Mmf_{\cG,\cP^-}) \overset{\IndCoh^!(\fL_\nabla(\cG))}\otimes \Vect \end{equation} is an equivalence.",9fbdc9a40135efb12ee5ca11bfe11b41c377c61c11448cb35366b37db574de78,gaits3.tex,7524,7531
GLC3:remark:auto0046@L7566,GLC3,rem,remark,,,Jacquet functor(s) for opers,,,"Note that the map \eqref{e:J G-mf} is \emph{not} an open embedding, see Remark \ref{r:j not open} above.",6c7394345bb628b8d389efa59e3f102714fbc8846b0b50b4b3e69ef86c6016e9,gaits3.tex,7566,7568
GLC3:lemma:l:BC Miura,GLC3,lem,lemma,,l:BC Miura,Jacquet functor(s) for opers,,,\label{l:BC Miura} The natural transformations \eqref{e:BC Miura !} and \eqref{e:BC Miura *} are isomorphisms.,1bb6f176090d39b9cf78fe754d621cfe13f19164a02124e87c17e3c74afeb7f8,gaits3.tex,7676,7678
GLC3:corollary:c:factor Jacquet,GLC3,cor,corollary,,c:factor Jacquet,Jacquet functor(s) for opers,,,"\label{c:factor Jacquet} \hfill \smallskip \noindent{\em(a)} The functor $J^{-,\on{spec}}_\Op$ identifies canonically with $$\IndCoh^!(\Op^\mf_\cG) \overset{\text{\eqref{e:Op to Op semiinf !}}}\longrightarrow \IndCoh^!((\Op^\Mmf_{\cG,\cP^-})^\wedge_\mf)\overset{J^{-,\on{spec},\se…",5ad1bca15f4f006fe030d09305b1d6847caddae08a6954455abf2e03891932ee,gaits3.tex,7750,7766
GLC3:theorem:t:local Jacquet,GLC3,thm,theorem,,t:local Jacquet,Compatibility of the FLE with the Jacquet functors,,,"\label{t:local Jacquet} The following diagram of (lax unital) factorization functors commutes \begin{equation} \label{e:local Jacquet} \CD \KL(M)_{\crit_M+\rhoch_P} @>{\on{FLE}_{M,\crit_G+\rhoch_P}}>> \IndCoh^*(\Op_{\cM,\rhoch_P}^{\on{mon-free}}) \\ @A{J^{-,\Sph}_{\on{KM},\rho_P(…",4b16f1e82608b2c6fff776680486dbceb62f07f38d6ac1cad8cbee8e83a49040,gaits3.tex,8054,8063
GLC3:remark:auto0050@L8065,GLC3,rem,remark,,,Compatibility of the FLE with the Jacquet functors,,,Note that the statement of \thmref{t:local Jacquet} bears a similarity with that of \corref{c:!-Jacquet on Whit}.,7b6c9ea384fb104991109d9c75790816af9d8e08c50763e626f6762a1bc17b14,gaits3.tex,8065,8067
GLC3:theorem:t:local Jacquet enh,GLC3,thm,theorem,,t:local Jacquet enh,Compatibility of the FLE with the Jacquet functors,,,"\label{t:local Jacquet enh} The following diagram of (lax unital) factorization functors commutes $$ \CD \KL(M)_{\crit_M+\rhoch_P} @>{\text{\eqref{e:Chev dual FLE M}}}>> \IndCoh^!(\Op^\mf_{\cM,\rhoch_P}) \\ @A{J^{-,\on{enh}_{\on{co}}}_{\on{KM},\rho_P(\omega_X)}}AA @AA{J^{-,\on{sp…",9a566bf686cc623cbf19f4014683285086a766cafd9a8d6644a3da848abd4cc0,gaits3.tex,8167,8179
GLC3:remark:auto0052@L8182,GLC3,rem,remark,,,Compatibility of the FLE with the Jacquet functors,,,Note the formal similarity between the statement of \thmref{t:local Jacquet dual enh} and that of \thmref{t:semiinf geom Satake}.,0bdadb4b60f60ca5af3db4f33cbee39c967700ba834242f7bedaeac9d05eb5a4,gaits3.tex,8182,8184
GLC3:theorem:t:local Jacquet dual,GLC3,thm,theorem,,t:local Jacquet dual,Compatibility of the FLE with the Jacquet functors,,,"\label{t:local Jacquet dual} The following diagram of (lax unital) factorization functors commutes: \begin{equation} \label{e:dual Jacquet diagram} \CD \KL(M)_{\crit_G-\rhoch_P} @>{\FLE_{M,\crit_G+\rhoch_P}\circ \tau_M}>> \IndCoh^*(\Op_{\cM,\rhoch_P}^{\on{mon-free}}) \\ @V{\Wak^{…",40f71340445bd8cd1b168087434f76b7e203217f052abf1bae1197f9cf4cebb7,gaits3.tex,8230,8239
GLC3:theorem:t:local Jacquet dual enh,GLC3,thm,theorem,,t:local Jacquet dual enh,Compatibility of the FLE with the Jacquet functors,,,"\label{t:local Jacquet dual enh} The following diagram of (lax unital) factorization functors commutes: \smallskip \begin{equation} \label{e:dual Jacquet enh diagram} \CD \KL(M)_{\crit_G-\rhoch_P} @>{\FLE_{M,\crit_G+\rhoch_P}\circ \tau_M}>> \IndCoh^*(\Op_{\cM,\rhoch_P}^{\on{mon-f…",5ff5cbb29be93c207962534e3c902d5e09b39ed7b43c1290515827116505cd5c,gaits3.tex,8257,8270
GLC3:remark:auto0055@L8291,GLC3,rem,remark,,,Compatibility of the FLE with the Jacquet functors,,,"When working at the pointwise level, the statement of \thmref{t:local Jacquet dual enh} is close to what is proved in \cite{FG1}, and in fact one can generalize the results of {\it loc. cit.} to deduce the full statement of \thmref{t:local Jacquet dual enh} at the pointwise level…",38a9d96f8e5f0d09f3234ff25193c4e8426fded2f55f4654d46b59ad588fd0f5,gaits3.tex,8291,8303
GLC3:remark:r:OpMmf,GLC3,rem,remark,,r:OpMmf,Proof of \thmref{t:local Jacquet dual enh},,,"\label{r:OpMmf} Informally, one should thing of $\bC$ as a \emph{partial left completion} of the \emph{would-be} category \begin{equation} \label{e:OpMmf} \IndCoh^*(\Op^\Mmf_{\cG,\cP^-}). \end{equation} The problem is, however, that we do not know how to define \eqref{e:OpMmf} as…",361363b95f4bdde4677a91ed6deb3b4aab893e16c334e30657ef97df0628248a,gaits3.tex,8441,8451
GLC3:remark:r:OpMmf wedge,GLC3,rem,remark,,r:OpMmf wedge,Proof of \thmref{t:local Jacquet dual enh},,,"\label{r:OpMmf wedge} Recall that although we could not define \eqref{e:OpMmf} as a factorization category, we could do so for $\IndCoh^*((\Op^\Mmf_{\cG,\cP^-})^\wedge_\mf)$. \medskip In the spirit of Remark \ref{r:OpMmf}, the category $$\Omega(R)^\Op\mod^{\on{fact}}\left(\IndCoh…",090dee66a260326f5f1bca5aa4c267e7c0d7f8f019a783d33c3d4fbf3082776f,gaits3.tex,8513,8524
GLC3:remark:auto0058@L8563,GLC3,rem,remark,,,Proof of \thmref{t:local Jacquet dual enh},,,"Recall (see \eqref{e:Op semiinf * bis}) that we can think of $$\IndCoh^*(\Op_\cG^{\on{mon-free}}) \underset{\Sph_\cG^{\on{spec}}}\otimes \on{I}(\cG,\cP^-)^{\on{spec,loc}}$$ as $\IndCoh^*((\Op^\Mmf_{\cG,\cP^-})^\wedge_\mf)$. \medskip In terms of this identification and Remark \ref…",996cb089705571d4aa41f908b5a8a0c3257df7d690e50837b2b9e44c9283aab3,gaits3.tex,8563,8584
